,First Name,Last Name,About Author
903,Robert,T. Kiyosaki,
904,Sharon,L. Lechter,"Sharon Lechter is an entrepreneur, author, philanthropist, international speaker, licensed CPA, Chartered Global Management Accountant and, most importantly a mother and grandmother. A life-long education advocate, she is the founder and CEO of Pay Your Family First, a financial education organization. Regarded as a global expert on financial literacy, Sharon has served as a national spokeswoman and Presidential Adviser on the topic. In 2016 Sharon was appointed by Junior Achievement as a JA University of Success Founding Chancellor and in 2017 as Arizona Chairman for the 2020 Women on Boards initiative. In 2019 Sharon was appointed by Arizona State Treasurer Kimberly Yee to the Arizona Financial Literacy Task Force.Sharon has been a pioneer in developing new technologies, programs and products to bring education into people’s lives in ways that are innovative, challenging and fun, and remains committed to education – particularly financial literacy and entrepreneurship. In 1989, she joined forces with the inventor of the first electronic 'talking book' and helped him expand the electronic book industry to a multi-million dollar international market. Since 1992, she has dedicated her professional life and directed her entrepreneurial efforts in the creation and distribution of financial and entrepreneurial education books, games and other experiential learning products.In 1997 Sharon co-authored the international bestseller Rich Dad Poor Dad, and has released 14 other books in the Rich Dad series. Over 10 years as co-Founder and CEO, she led the Rich Dad Company and brand into an international powerhouse. In 2008, she was asked by the Napoleon Hill Foundation to help re-energize the powerful teachings of Napoleon Hill just as the international economy was faltering. Sharon has released three bestselling books in cooperation with the Foundation, including Think and Grow Rich-Three Feet from Gold, Outwitting the Devil and her latest project, Think and Grow Rich for Women, released in June of 2014. She is also featured in the 2017 movie Think and Grow Rich: The Legacy and has released the book Save Wisely, Spend Happily in cooperation with the American Institute of CPAs.Pay Your Family First’s financial literacy board game ThriveTime for Teens, an innovative, experiential and fun life and money reality game, has received coveted awards including a Mom’s Choice GOLD Award, Creative Child Magazine’s 2010 Game of The Year, Dr. Toy’s Best Vacation Product and a five-star rating from WTS Toy Reviews. Sharon is the co-author of Your Financial Mastery, a financial education college curriculum and recipient of the 2015 Excellence in Financial Literacy Education “Book of the Year” award presented by the Financial Literacy Institute. Sharon is recognized globally as an expert on the topics of financial education and entrepreneurship. In 2008 she was appointed to the first President’s Advisory Council on Financial Literacy. The Council served both President Bush and President Obama advising them on the need for financial literacy education. In 2009 Sharon was appointed to the National CPA Financial Literacy Commission as a national spokesperson on the topic of financial literacy and was reappointed in 2014. In 2012, Sharon suffered a devastating loss when her son unexpectedly passed away. While Sharon continued to work, something changed. She put herself on autopilot and stopped working to her fullest, stopped striving to be her best, stopped pursuing the excellence she knew she was capable of. It was in this realization that led Sharon to her next project, the Play Big Movement- a call to action, online course, and forthcoming book about rising above whatever is stopping you from thinking and acting as to your greatest potential. With the Play Big Movement, Sharon is back and teaching the world how to take control of their time and money, live their legacy and create maximum impact. A committed philanthropist, Sha"
905,Barry,Eisler,"Barry Eisler spent three years in a covert position with the CIA’s Directorate of Operations, then worked as a technology lawyer and startup executive in Silicon Valley and Japan, earning his black belt at the Kodokan Judo Institute along the way. Eisler’s award-winning thrillers have been included in numerous “Best Of” lists, have been translated into nearly twenty languages, and include the #1 bestsellers Livia Lone, The Night Trade, and The Killer Collective. Eisler lives in the San Francisco Bay Area and, when he's not writing novels, blogs about national security and the media. www.barryeisler.comSeries:* John Rain"
906,John,Ketwig,
907,Tim,Riley,"NPR CRITIC, AUTHOR, PIANIST, and SPEAKER TIM RILEY reviews pop and classical music for NPR's HERE AND NOW, and has written for the HUFFINGTON POST, THE WASHINGTON POST, SLATE.COM and SALON.COM. He was trained as a classical pianist at Oberlin and Eastman, and remains among the few critics who writes about both ""high"" and ""low"" culture and their overlapping concerns. Brown University sponsored Riley as Critic-In Residence in 2008, and in 2009 he began teaching multi-media courses as Journalist In Residence at Emerson College in Boston. His first book, Tell Me Why: A Beatles Commentary (Knopf/Vintage 1988), was hailed by the New York Times as bringing ""new insight to the act we've known for all these years...""A staple author in college courses on rock culture, he gave a keynote address at BEATLES 2000, the first international academic conference in JyvÃ¤skylÃ¤, Finland. Since condemning the rap group Public Enemy for anti-semitic remarks in his 1990 Boston PHOENIX column, Riley has given lively multi-media lectures at colleges and cultural centers like the Chautauqua Festival on ""Censorship in the Arts,"" and ""Rock History."" His current projects include the music metaportal, the RILEY ROCK INDEX.com, and a major new biography of John Lennon for Hyperion, fall 2011. "
908,Janwillem,van de Wetering,"Jan Willem Lincoln ""Janwillem"" van de Wetering was the author of a number of works in English and Dutch."
909,Peter,Abrahams,"Librarian Note: There is more than one author in the GoodReads database with this name. Peter Abrahams is an American author of crime fiction for both adults and children.His book Lights Out (1994) was nominated for an Edgar Award for best novel. Reality Check won the best young adult Edgar Award in 2011. Down the Rabbit Hole, first in the Echo Falls series, won the best children's/young adult Agatha Award in 2005. The Fan was adapted into a film starring  Robert De Niro and directed by Tony Scott (1996).His literary influences are  Vladimir Nabokov,  Graham Greene, and  Ross Macdonald.  Stephen King has referred to him as ""my favorite American suspense novelist"".Born in Boston, Abrahams lives in Falmouth, Massachusetts, on Cape Cod. He is married and has four children including Rosie Gray. He graduated from Williams College in 1968.Peter Abrahams is also writing under the pseudonym Spencer Quinn (Chet and Bernie Mysteries)."
910,Frank,Iannamico,
911,Mark,Ryall Edwards,
912,Lloyd,Timberlake,
913,Bob,Dylan,"Bob Dylan (born Robert Allen Zimmerman) is an American singer-songwriter, author, musician, poet, and, of late, disc jockey who has been a major figure in popular music for five decades. Much of Dylan's most celebrated work dates from the 1960s, when he became an informal chronicler and a reluctant figurehead of American unrest. A number of his songs, such as ""Blowin' in the Wind"" and ""The Times They Are a-Changin'"", became anthems of the anti-war and civil rights movements. His most recent studio album, Modern Times, released on August 29, 2006, entered the U.S. album charts at #1, making him, at age sixty five, the oldest living person to top those charts.Bob Dylan won the Nobel Prize in Literature (2016)."
914,Matthew,W. Mallen,
915,Darlene,Scalera,"After she graduated from Syracuse University with a magna cum laude degree, Darlene Scalera needed to figure out what to do with her life. After reading an article on category romance, she decided to write one. It wasn't as easy as it looked. She sold her first book just as she was starting to believe she'd have to get a real job. Darlene Scalera's debut novel, A Man For Megan was published in 1999. She also writes under pseudonym  Sydney Ryan."
916,Mary,Lonsdale,Mary Lonsdale is a published author and an illustrator of children's books.
917,David,Helwig,
918,Arthur,Golden,
919,David,       James,"Librarian Note: There is more than one author by this name in the Goodreads database.David George James is a professional stills photographer born in Birmingham, UK. He worked on movies including Schindler's List, Saving Private Ryan, Batman Begins, Mission: Impossible – Ghost Protocol, Star Wars: The Force Awakens, and Mission Impossible: Rogue Nation."
920,Peggy,Mulloy,"I work as a unit publicist on feature films and and also take freelance writing assignments for press kits and other documents from studios and others in need. I have held staff positions at Universal Pictures and Miramax Films. I've also worked for a concert promoter, nightclubs and a ballet company, and co-owned an agency.My most recent credit as unit publicist is  Zack Snyder's zombie-heist film ""ARMY OF THE DEAD"" for Netflix.Additional unit publicity credits range from ""Bad Moms,"" ""Memoirs of a Geisha,"" ""A Mighty Heart"" and ""The Holiday"" to ""Get On Up,"" ""Thor,"" ""Green Zone"" and ""Hellboy II: The Golden Army.""I've traveled extensively as a film professional, with time in the U.K., India, Morocco, Hungary, Spain, Australia, Japan and France. I've also worked in many U.S. locations, and discovered that I love Detroit and Mississippi, as well as the more typically admired Boston and New Orleans.I was a special consultant on ""Memoirs of a Geisha"" for 15 months, from production through release."
921,Rob,Marshall,
922,Mineko,Iwasaki,"Mineko Iwasaki (born Masako Tanaka) is a Japanese businesswoman, author and former geisha. Iwasaki was the most famous geisha in Japan until her sudden retirement at the age of 29. Known for her performances for celebrity and royalty during her geisha life, Iwasaki was the heir apparent (atotori) to her geisha house (okiya) while she was just a young apprentice.American author  Arthur Golden interviewed her for background information when writing his 1997 book, Memoirs of a Geisha. Iwasaki later regretted interviewing for Golden, having cited a breach of confidentiality, and later sued and settled out of court with Golden for the parallelism between his book and her life. In 2002, she released her own autobiography, titled Geisha of Gion in the UK and Geisha: A Life in the US."
923,Rande,Brown,"Rande Gail Brown is an American writer, translator, and psychotherapist. She was one of the first women to graduate from Princeton University from which she holds a degree in East Asian Studies.Rande is a founding board member and former Executive Director of the Tricycle Foundation, publisher of Tricycle: The Buddhist Review, America's leading Buddhist magazine. She is also president of East West Communications, a company that facilitates cultural understanding between Japan and the United States. A well-known translator of Japanese spiritual and cultural texts, Rande co-authored the New York Times bestseller Geisha, A Life with  Mineko Iwasaki (Atria, 2002). Rande is also a founding board member of the New York Zen Center for Contemplative Care, under whose auspices she trained as a Volunteer Chaplain and served at Beth Israel Medical Center in New York City. She received her Master of Social Work degree from New York University and is a licensed psychotherapist with a specific focus on the intersection of Buddhism, spirituality, and psychology. Rande trained at the William Alanson White Institute of Psychiatry, Psychoanalysis & Psychology in New York City, New York, where she is on the Faculty, Supervisor in the IPPP program, and Associate Editor of Contemporary Psychoanalysis. As President of the Psychoanalytic Society of William Alanson White Institute, in 2021-2022 she organized the popular colloquia series “The Uncanny, Revisited, Transpersonal Communication in the Interpersonal Field”, which is currently being reprised in its entirety by the Confer Center in London. She is also on the Faculty of the Contemplative Studies Project of New York City. Rande is in private practice in Greenwich Village."
924,Elaina,Erika Davis,
925,Leil,Lowndes,
926,Michael,James,"Librarian Note: There is more than one author in the Goodreads database with this name.Others:Michael 2^ James: GR Author, Mystery & ThrillersMichael 3^ James: GR Author, Fiction, Children's, Young AdultMichael 4^ James: Children's, Brooks Berry seriesMichael 5^ James: GR Author, Self Help, Spirituality, NonfictionMichael 6^ James: Children'sMichael 7^ James: Religion, ChristianMichael 8^ James: GR Author, Children's Rhyming StorybookMichael 9^ James: GR Author, Fiction, RomanceMichael 10^ James: Design, QuiltMichael 25^ James: Chef, Baker, Cookbooks"
927,Thomas,W. McKnight,
928,J.,Torres,
929,Eric,Kim,
930,Gary,Chapman,
931,D.,Ross Campbell,"Librarian Note: There is more than one author in the Goodreads database with this name. Dr. Campbell is a former Associate Clinical Professor of Pediatrics and Psychiatry at the University of Tennessee College of Medicine. He has counseled thousands of parents over three decades of practice. Having retired from active counseling, he focuses today on writing and lecturing on parenting topics for an ever-changing cultural world with its challenges for the modern family.Dr. Campbell's book, How To Really Love Your Teenager won the Gold Medallion Award. Other books include How to Really Love Your Child and Helping Your Twenty-Something Get A Life And Get It Now. Dr. Campbell has also written extensively on dealing with anger in children. In collaboration with Dr. Gary Chapman, he authored the bestselling Five Love Languages of Children.Dr. Campbell and his wife, Ann, live in Signal Mountain, TN - they have 7 adult children and 15 grandchildren."
932,Tim,Downs,
933,Joy,Downs,
934,Margaret,Johnson,"Margaret K Johnson was born in Hertfordshire, England. She writes women's fiction and readers for people learning to speak English.Margaret's novel The Goddess Workshop is a roller-coaster comedy about a mismatched group of women with a common aim - becoming confident, sensual beings. Her second women's fiction novel, The Dare Club is about a group of people who meet on a Divorced and Separated course. They decide to challenge each other to do daring things as part of their discovery process. But is saying how you really feel the most daring thing of all?Margaret's readers for people learning to speak English are published by Cambridge English Readers, Cambridge Discovery Readers and Cengage Learning. They are in lots of different genres including Fantasy, Romance, Human Interest, Thriller, Fact Book and Adapted Short Stories.As well as fiction, Margaret has written plays and screen plays. Her comedy GODDESS was performed at Cambridge Drama Centre to rave reviews.Margaret has an MA in Creative Writing from the University of East Anglia.You can find out more at www.margaretkjohnson.co.ukOr follow her blog at www.margaretkajohnson.wordpress.com"
935,Philip,Prowse,"Philip Prowse, author of the Nick Hellyer espionage series, lived and worked overseas for over a decade including periods in Egypt where Hellyer’s Trip takes place against the background of the 1967 Six Day War, Portugal whose 1974 Carnation Revolution and guerrilla war in Mozambique feature in Hellyer’s Coup, and Greece where the fall of the military junta and the 1974 invasion of Cyprus provide the setting for Hellyer’s Line.Moving into an unknown country with an alien language and culture, ways of thinking and perspectives on life parallels that of the secret agent’s struggle to swim unobserved in perilous waters. Through the series we follow Nick Hellyer’s development from reluctant accidental academic spy to trained hardened professional. But his depth of experience has been gained at the cost of traumatic incidents which have increased his vulnerability and undermined his self-confidence.We experience events from Nick’s point of view, knowing and seeing only what he does as he hurtles towards his destiny. We are privy to his thoughts and self-doubt, exhilaration and despair, delirium and delight. We interpret this evidence in our own way and reach our own conclusions because like him we want to know how it will all end.Reading a fast-moving Hellyer novel will immerse you in a story where accurate historical fact and plausible fiction meld, where with Nick as guide you may uncover fresh truths about the world and even yourself.Listening to the masterly narration on the top quality audiobooks will bring the characters and action to vivid life."
936,Nora,Roberts,"Nora Roberts is the #1 New York Times bestselling author of more than 200 novels, including Hideaway, Under Currents, Come Sundown, The Awakening, Legacy, and coming in November 2021 -- The Becoming -- the second book in The Dragon Heart Legacy. She is also the author of the futuristic suspense In Death series written under the pen name J.D. Robb. There are more than 500 million copies of her books in print. "
937,Betty,S. Bardige,
938,Marilyn,M. Segal,
939,Catherine,Allan,
940,Five,Love Languages Journal: How To Express Heartfelt Commitment To Your Mate,
941,The,Five Love Languages: How to Express Heartfelt Commitment to Your Mate,
942,Los,cinco lenguajes del amor: Edición para hombres: Como expresarle a su conyuge la sinceridad de su entrega,
943,Dan,   Brown,"Dan Brown is the author of numerous #1 bestselling novels, including The Da Vinci Code, which has become one of the best selling novels of all time as well as the subject of intellectual debate among readers and scholars. Brown’s novels are published in 56 languages around the world with over 200 million copies in print.In 2005, Brown was named one of the 100 Most Influential People in the World by TIME Magazine, whose editors credited him with “keeping the publishing industry afloat; renewed interest in Leonardo da Vinci and early Christian history; spiking tourism to Paris and Rome; a growing membership in secret societies; the ire of Cardinals in Rome; eight books denying the claims of the novel and seven guides to read along with it; a flood of historical thrillers; and a major motion picture franchise.”The son of a mathematics teacher and a church organist, Brown was raised on a prep school campus where he developed a fascination with the paradoxical interplay between science and religion. These themes eventually formed the backdrop for his books. He is a graduate of Amherst College and Phillips Exeter Academy, where he later returned to teach English before focusing his attention full time to writing. He lives in New England with his yellow lab, Winston.Brown’s latest novel, Origin, explores two of the fundamental questions of humankind: Where do we come from? Where are we going?"
944,Peter,Kreeft,"Peter Kreeft is a Catholic apologist, professor of philosophy at Boston College and The King's College, and author of over 45 books including 
Fundamentals of the Faith
, 
Everything you Ever Wanted to Know about Heaven
, and 
Back to Virtue
. Some consider him the best Catholic philosopher currently residing in the United States. His ideas draw heavily from religious and philosophical tradition, especially Thomas Aquinas, Socrates, G. K. Chesterton and C. S. Lewis. Kreeft has writings on Socratic logic, the sea, Jesus Christ, the Summa Theologica, angels, Blaise Pascal, and Heaven, as well as his work on the Problem of Evil, for which he was interviewed by Lee Strobel in his bestseller, 
The Case for Faith
."
945,Lon,Milo DuQuette,"Lon Milo DuQuette is an American singer-song writer, author, lecturer, and occultist, best known as an author who applies humor in the field of Western Hermeticism.Born in Long Beach, California and raised in Columbus, Nebraska, he was an aspiring studio musician and recording artist in the 1970s, releasing two singles and an album, Charley D. and Milo, on the Epic Records label.He married to his high school sweetheart, Constance Jean Duquette. They live in Costa Mesa, California and have one son, Jean-Paul.Since 1975 he has been a National and International governing officer of Ordo Templi Orientis, a religious and fraternal organization founded in the early part of the 20th century. Since 1996 he has been the O.T.O.'s United States Deputy Grand Master and one of the most visible members of the Order. He is also an Archbishop of Ecclesia Gnostica Catholica, the ecclesiastical arm of O.T.O."
946,Rosa,Giorgi,"Rosa Giorgi is an art historian who specializes in iconography and iconology. Her most recent publications include books on  Michelangelo Merisi Da Caravaggio,  Diego Velázquez, and  El Greco. She is also the author of Saints in Art (2002) and Angels and Demons in Art (2003). In addition to writing, she teaches at the Catholic University and the Brera Picture Gallery in Milan, where she lives."
947,Stefano,Zuffi,"Stefano Zuffi (Milano, 24 maggio 1961) è uno storico dell'arte italiano.Laureato alla Statale di Milano, è autore di numerosi volumi di divulgazione culturale, legati alla storia dell'arte soprattutto rinascimentale e barocca. Consulente editoriale per la casa editrice Electa, è stato responsabile di alcune collane di successo al grande pubblico, come gli Artbook e, dal 2002, I dizionari dell'arte.Tra le sue pubblicazioni, una monografia su Dürer, Il Grande Atlante della Pittura (Electa) e il saggio Rinascimento (Mondadori): tradotte in più lingue, hanno raggiunto una tiratura di oltre un milione e mezzo di copie vendute in tutto il mondo.Ha partecipato alla trasmissione Riguardiamoli condotta da Salvatore Maria Fares su RETEDUE della Radio Svizzera Italiana, curando una rubrica dedicata all' arte e alle mostre.Ricopre l'incarico di responsabile culturale dell'Associazione Amici di Brera ed è presidente dell'Associazione Amici del Poldi Pezzoli.È inoltre curatore della Pinacoteca Podesti di Ancona."
948,Rosanna,M. Giammanco-Frongia,
949,Dan,Burstein,"Dan Burstein is the world's leading expert on the fiction of  Dan Brown. Burstein is also the founder of Millennium Technology Ventures, a New York-based venture capital firm that invests in innovative new technology companies."
950,David,A. Shugarts,
951,Arne,de Keijzer,
952,Arne,Dekeijzer,
953,John,Langdon-Davies,
954,Eduardo,G. Murillo,
955,Raúl,Amundaray,
956,Aleix,Montoto,
957,Larry,Selden,
958,Geoffrey,Colvin,
959,Jennifer,Paull,"Founding director of the Writing & Research Center in an independent private high school for gifted students. Also collaborate on PreK-12 initiatives that provide curricular support and extended opportunities for students to deepen their experience in the humanities. Launched the Upper School's first peer-tutoring program, creating curriculum to train students in one-on-one coaching."
960,Christopher,Culwell,
961,Richard,Abanes,
962,Daniel,Roche,
963,Thomas,C. Brezina,Thomas Brezina is an Austrian writer of children's books. He is famous for his series The Knickerbocker Gang and his stories about the talking bike Tom Turbo.
964,Laurence,Sartin,
965,Hank,Hanegraaff,"Hendrik ""Hank"" Hanegraaff, also known as the ""Bible Answer Man"", is an American Christian author and radio talk-show host. Formerly an evangelical Protestant, he joined the Eastern Orthodox Church in 2017. He is an outspoken figure within the Christian countercult movement, where he has established a reputation for his critiques of non-Christian religions, new religious movements, and cults, as well as heresy in Christianity. He is also an apologist on doctrinal and cultural issues."
966,Paul,L. Maier,
967,Marcia,Muller,"Marcia Muller is an American author of mystery and thriller novels.Muller has written many novels featuring her Sharon McCone female private detective character. Vanishing Point won the Shamus Award for Best P.I. Novel. Muller had been nominated for the Shamus Award four times previously.In 2005, Muller was awarded the Mystery Writers of America's Grand Master award.She was born in Detroit, Michigan, and grew up in Birmingham, Michigan, and graduated in English from the University of Michigan and worked as a journalist at Sunset magazine. She is married to detective fiction author  Bill Pronzini with whom she has collaborated on several novels."
968,Boyd,Gaines,"Early life and educationHe was born in Atlanta, Georgia, to Ida and James Gaines. He attended the Juilliard School as a member of the Drama Division's Group 8 (1975–1979).[1]CareerGaines has appeared in a number of films and television shows, including Fame, L.A. Law and Law & Order, but perhaps he is best known for playing a dental student and dentist Mark Royer, who married Valerie Bertinelli's Barbara Cooper on TV's One Day at a Time and as Coach Brackett from the 1982 movie Porky's. Gaines is a voice-actor, and is credited with recording several audiobooks. He also played Lt Ring in the 1986 film Heartbreak Ridge and Jason in The Sure Thing.Awards and nominationsGaines was nominated for a Tony Award for Best Performance by a Leading Actor in a Play in 2007, for Journey's End, making him the first actor to be nominated in each of the four Tony categories for which an actor is eligible.Five performers have been nominated for all four performance awards, the others being Raúl Esparza, Angela Lansbury, Jan Maxwell, and Audra McDonald. Gaines was the first performer to be nominated for each of Best Featured Actor in a Play in 1989 for The Heidi Chronicles, Best Actor in a Musical in 1994 for She Loves Me, Best Featured Actor in a Musical in 2000 for Contact (and again in 2008 for Gypsy) and Best Actor in a Play in 2007 for Journey's End. Gaines won in three of the categories (and four of the five nominations), missing only for the performance in Journey's End."
969,دن,براون,Translation of Dan Brown
970,P.J.,Parrish,"P.J. Parrish is the New York Times bestselling author of ten Louis Kincaid and Joe Frye thrillers. The author is actually two sisters, Kristy Montee and Kelly Nichols. Their books have appeared on both the New York Times and USA Today best seller lists. The series has garnered 11 major crime-fiction awards, and an Edgar® nomination. Parrish has won two Shamus awards, one Anthony and one International Thriller competition. Her books have been published throughout Europe and Asia.Parrish's short stories have also appeared in many anthologies, including two published by Mystery Writers of America, edited by Harlan Coben and the late Stuart Kaminsky. Their stories have also appeared in Akashic Books acclaimed Detroit Noir, and in Ellery Queen Magazine. Most recently, they contributed an essay to a special edition of Edgar Allan Poe's works edited by Michael Connelly.P.J. Parrish as childrenBefore turning to writing full time, Kristy Montee was a newspaper editor and dance critic for the Sun-Sentinel in Fort Lauderdale. Nichols previously was a blackjack dealer and then a human resources specialist in the casino industry. Kris in Tallahassee FL and Traverse City MI and Kelly resides in Traverse City as well.The sisters were writers as kids, albeit with different styles: Kelly's first attempt at fiction at age 11 was titled The Kill. Kristy's at 13 was The Cat Who Understood. Not much has changed: Kelly now tends to handle the gory stuff and Kristy the character development. But the collaboration is a smooth one, thanks to lots of ego suppression, good wine, and marathon phone calls via Skype.The first eleven books in the series, in order, are: Dark of the Moon, Dead of Winter, Paint it Black, Thicker than Water, Island of Bones, A Killing Rain, An Unquiet Grave, A Thousand Bones, South of Hell, The Little Death and Heart of Ice. They also wrote three stand-alone thrillers: A Thousand Bones, The Killing Song and She's Not There."
971,Thomas,F. Pawlick,
972,Reid,Laurence,
973,Howard, Major,
974,Jan,Adkins,"Jan Adkins is an author, illustrator, designer, storyteller, and explainer. Most of his life he has unraveled snarls, straightened paths, and made a clearer understanding of complex and subtle matters. He has published more than 45 books, many of them non-fiction for young people. He was associate art director for National Geographic Magazine, 1980-88, researching and explaining science, medicine, technology and archaeology to its millions of readers. It was a job described by his editor-in-chief as “getting a doctorate every third month.” He taught editorial illustration at Rhode Island School of Design and at Maryland Institute College of Art. He has a regular 8 pp feature, “Getting Started In Boats,” in WoodenBoat Magazine and contributes often to several sailing magazines. He’s delighted to be a member of the iNKthink team that produces nonfictionminute.com (quick, check it out!). He’s one of the Eisterhold Associates (Kansas City, MO) designing and producing museum exhibits. A great deal of his satisfaction lies in nurturing and herding his 3 grandchildren in Gainesville, Florida, where he lives, and his 2 grandsons in Washington, DC. He walks, canoes, cycles, sails, and cooks, but his neighbors don’t know exactly what business he’s in. On Friday evenings you will often find him holding forth at an outdoor table with friends at his son-in-law’s Cypress & Grove Brewing Company, his version of Rick’s American Cafe."
975,V.C.,Andrews,"Books published under the following names -  Virginia Andrews, V. Andrews,  Virginia C. Andrews & V.C. Endrius. Books since her death ghost written by Andrew Neiderman, but still attributed to the V.C. Andrews nameVirginia Cleo Andrews (born Cleo Virginia Andrews) was born June 6, 1923 in Portsmouth, Virginia. The youngest child and the only daughter of William Henry Andrews, a career navy man who opened a tool-and-die business after retirement, and Lillian Lilnora Parker Andrews, a telephone operator. She spent her happy childhood years in Portsmouth, Virginia, living briefly in Rochester, New York. The Andrews family returned to Portsmouth while Virginia was in high school.While a teenager, Virginia suffered a tragic accident, falling down the stairs at her school and incurred severe back injuries. Arthritis and a failed spinal surgical procedure forced her to spend most of her life on crutches or in a wheelchair.Virginia excelled in school and, at fifteen, won a scholarship for writing a parody of Tennyson's Idylls of the King. She proudly earned her diploma from Woodrow Wilson High School in Portsmouth. After graduation, she nurtured her artistic talent by completing a four-year correspondence art course while living at home with her family.After William Andrews died in the late 1960s, Virginia helped to support herself and her mother through her extremely successful career as a commercial artist, portrait painter, and fashion illustrator.Frustrated with the lack of creative satisfaction that her work provided, Virginia sought creative release through writing, which she did in secret. In 1972, she completed her first novel, The Gods of the Green Mountain [sic], a science-fantasy story. It was never published. Between 1972 and 1979, she wrote nine novels and twenty short stories, of which only one was published. ""I Slept with My Uncle on My Wedding Night"", a short fiction piece, was published in a pulp confession magazine.Promise gleamed over the horizon for Virginia when she submitted a 290,000-word novel, The Obsessed, to a publishing company. She was told that the story had potential, but needed to be trimmed and spiced up a bit. She drafted a new outline in a single night and added ""unspeakable things my mother didn't want me to write about."" The ninety-eight-page revision was re-titled Flowers in the Attic and she was paid a $7,500 advance. Her new-generation Gothic novel reached the bestseller lists a mere two weeks after its 1979 paperback publication by Pocket Books.Petals on the Wind, her sequel to Flowers, was published the next year, earning Virginia a $35,000 advance. The second book remained on the New York Times bestseller list for an unbelievable nineteen weeks (Flowers also returned to the list). These first two novels alone sold over seven million copies in only two years. The third novel of the Dollanganger series, If There Be Thorns, was released in 1981, bringing Virginia a $75,000 advance. It reached No. 2 on many bestseller lists within its first two weeks.Taking a break from the chronicles of Chris and Cathy Dollanganger, Virginia published her one, and only, stand-alone novel, My Sweet Audrina, in 1982. The book welcomed an immediate success, topping the sales figures of her previous novels. Two years later, a fourth Dollanganger novel was released, Seeds of Yesterday. According to the New York Times, Seeds was the best-selling fiction paperback novel of 1984. Also in 1984, V.C. Andrews was named ""Professional Woman of the Year"" by the city of Norfolk, Virginia.Upon Andrews's death in 1986, two final novels—Garden of Shadows and Fallen Hearts—were published. These two novels are considered the last to bear the ""V.C. Andrews"" name and to be almost completely written by "
976,Holly,Near,
977,Derk,Richardson,
978,Anne,Mather,"Anne Mather is the pseudonym used by Mildred Grieveson, a popular British author of over 160 romance novels. She also signed novels as  Caroline Fleming and Cardine Fleming.Mildred Grieveson began to write down stories in her childhood years. The first novel that she actually finished, Caroline (1965), was also her first book to be published. Her novel, Leopard in the Snow (1974), was developed into a 1978 film."
979,Jeff,Madura,
980,James,Lowell,
981,Frank,Gallinelli,"First, the professional side: I am the author of ""What Every Real Estate Investor Needs to Know About Cash Flow...,"" now in its third edition. It is actually about a lot more than just cash flow. It provides readers with a basic grasp of how income property investments really work and serves as a handbook for understanding essential financial measures related to real estate investing. I have a second book, ""Insider Secrets to Financing Your Real Estate Investments,"" which was released in December 2004. In 2008 I released ""Mastering Real Estate Investment,"" a sequel of sorts to the ""Cash Flow"" book. Readers of my books have often asked if I planned to give any classes on this material, so at last I released an online video course, ""Mastering Real Estate Investing."" You can find a complete outline of the course content at learn.realdata.comMy company's website, realdata.com, has a strong educational component and I write a series of articles about real estate investment and development for that site. Speaking of education, I also served for 15 years as Adjunct Assistant Professor in Columbia University's Master of Science in Real Estate Development program, teaching real estate finance. I founded RealData in 1981 to provide usable, affordable software for investors and developers who weren't necessarily proficient with computers. Most of our products perform pro-forma analyses that range from basic to quite sophisticated. Besides information about this software, my company's site offers a variety of resources that you should find useful if you're interested in real estate investing or development.On the personal side: I started off life in Hoboken, NJ, home of the other Frank -- the one who could sing. We moved to Connecticut when I was about six and that's where I've lived ever since. I graduated from Yale in 1968 and then taught English and math for several years in New Haven. That might explain why I've written books with a lot of formulas and no split infinitives. I received a graduate degree in education, then left the classroom to go into real estate, became an investor, and the rest, to coin a cliche, is history. My wife Jean and I have been married for more than 50 years. We have a son who taught for 13 years in China and Korea. He is now back in the states with his wife and daughter, living just a healthy bike ride away. We're fortunate to have our daughter, son-in-law, and grandson also living within jogging distance.My CV notwithstanding, I always wanted to be a writer, although the great American novel was really what I had in mind. Nonetheless, I'm very grateful for the opportunity to be launched into print. And maybe that novel is still lurking somewhere."
982,Vernon,Hoven,"Vern Hoven, CPA, MT, is one of America’s premier tax presenters and speaks to over 100 groups a year on a variety of tax topics. He teaches at Western CPE Federal Tax Update seminars and conferences and produces self-study and webcasts courses as well. Vern consistently receives outstanding evaluations and has won numerous teaching awards, including the prestigious AICPA 2014 Sidney Kess Award for Excellence in Continuing Education. Vern is the author of the best-selling Real Estate Investor’s Tax Guide and a favorite interviewee on radio, television, and in newspapers. His presentation skills have earned him the coveted Certified Speaking Professional (CSP) designation from the National Speakers Association, which has granted only 400 CSPs out of 3,600 NSA members as of 2006. Vern practiced in the public, governmental, and corporate accounting fields before starting his own public accounting practice in 1973, a firm that grew to one of the largest in western Montana. In 1985, he started his present tax consulting practice. CPA Magazine recognized Vern as one of the top 50 IRS representation practitioners in 2008."
